,ts_code,symbol,name,area,industry,fullname
0,600000.SH,600000,浦发银行,上海,银行,上海浦东发展银行股份有限公司
1,600004.SH,600004,白云机场,广东,机场,广州白云国际机场股份有限公司
2,600006.SH,600006,东风股份,湖北,汽车整车,东风汽车股份有限公司
3,600007.SH,600007,中国国贸,北京,园区开发,中国国际贸易中心股份有限公司
4,600008.SH,600008,首创环保,北京,水务,北京首创生态环保集团股份有限公司
5,600009.SH,600009,上海机场,上海,机场,上海国际机场股份有限公司
6,600010.SH,600010,包钢股份,内蒙,普钢,内蒙古包钢钢联股份有限公司
7,600011.SH,600011,华能国际,北京,火力发电,华能国际电力股份有限公司
8,600012.SH,600012,皖通高速,安徽,路桥,安徽皖通高速公路股份有限公司
9,600015.SH,600015,华夏银行,北京,银行,华夏银行股份有限公司
10,600016.SH,600016,民生银行,北京,银行,中国民生银行股份有限公司
11,600017.SH,600017,日照港,山东,港口,日照港股份有限公司
12,600018.SH,600018,上港集团,上海,港口,上海国际港务(集团)股份有限公司
13,600019.SH,600019,宝钢股份,上海,普钢,宝山钢铁股份有限公司
14,600020.SH,600020,中原高速,河南,路桥,河南中原高速公路股份有限公司
15,600021.SH,600021,上海电力,上海,火力发电,上海电力股份有限公司
16,600022.SH,600022,山东钢铁,山东,普钢,山东钢铁股份有限公司
17,600023.SH,600023,浙能电力,浙江,火力发电,浙江浙能电力股份有限公司
18,600025.SH,600025,华能水电,云南,水力发电,华能澜沧江水电股份有限公司
19,600026.SH,600026,中远海能,上海,水运,中远海运能源运输股份有限公司
20,600027.SH,600027,华电国际,山东,火力发电,华电国际电力股份有限公司
21,600028.SH,600028,中国石化,北京,石油加工,中国石油化工股份有限公司
22,600029.SH,600029,南方航空,广东,空运,中国南方航空股份有限公司
23,600030.SH,600030,中信证券,深圳,证券,中信证券股份有限公司
24,600031.SH,600031,三一重工,北京,工程机械,三一重工股份有限公司
25,600032.SH,600032,浙江新能,浙江,新型电力,浙江省新能源投资集团股份有限公司
26,600033.SH,600033,福建高速,福建,路桥,福建发展高速公路股份有限公司
27,600035.SH,600035,楚天高速,湖北,路桥,湖北楚天智能交通股份有限公司
28,600036.SH,600036,招商银行,深圳,银行,招商银行股份有限公司
29,600037.SH,600037,歌华有线,北京,影视音像,北京歌华有线电视网络股份有限公司
30,600038.SH,600038,中直股份,黑龙江,航空,中航直升机股份有限公司
31,600039.SH,600039,四川路桥,四川,建筑工程,四川路桥建设集团股份有限公司
32,600048.SH,600048,保利发展,广东,全国地产,保利发展控股集团股份有限公司
33,600050.SH,600050,中国联通,北京,电信运营,中国联合网络通信股份有限公司
34,600051.SH,600051,宁波联合,浙江,综合类,宁波联合集团股份有限公司
35,600052.SH,600052,东望时代,浙江,供气供热,浙江东望时代科技股份有限公司
36,600053.SH,600053,*ST九鼎,江西,多元金融,昆吾九鼎投资控股股份有限公司
37,600054.SH,600054,黄山旅游,安徽,旅游景点,黄山旅游发展股份有限公司
38,600055.SH,600055,万东医疗,北京,医疗保健,北京万东医疗科技股份有限公司
39,600056.SH,600056,中国医药,北京,医药商业,中国医药健康产业股份有限公司
40,600057.SH,600057,厦门象屿,福建,仓储物流,厦门象屿股份有限公司
41,600058.SH,600058,五矿发展,北京,商贸代理,五矿发展股份有限公司
42,600059.SH,600059,古越龙山,浙江,红黄酒,浙江古越龙山绍兴酒股份有限公司
43,600060.SH,600060,海信视像,山东,家用电器,海信视像科技股份有限公司
44,600061.SH,600061,国投资本,上海,证券,国投资本股份有限公司
45,600062.SH,600062,华润双鹤,北京,化学制药,华润双鹤药业股份有限公司
46,600063.SH,600063,皖维高新,安徽,化纤,安徽皖维高新材料股份有限公司
47,600064.SH,600064,南京高科,江苏,园区开发,南京高科股份有限公司
48,600066.SH,600066,宇通客车,河南,汽车整车,宇通客车股份有限公司
49,600067.SH,600067,冠城新材,福建,电气设备,冠城大通新材料股份有限公司
50,600071.SH,600071,凤凰光学,江西,元器件,凤凰光学股份有限公司
51,600072.SH,600072,中船科技,上海,电气设备,中船科技股份有限公司
52,600073.SH,600073,光明肉业,上海,食品,上海光明肉业集团股份有限公司
53,600075.SH,600075,新疆天业,新疆,化工原料,新疆天业股份有限公司
54,600076.SH,600076,康欣新材,山东,广告包装,康欣新材料股份有限公司
55,600078.SH,600078,澄星股份,江苏,化工原料,江苏澄星磷化工股份有限公司
56,600079.SH,600079,ST人福,湖北,化学制药,人福医药集团股份公司
57,600080.SH,600080,ST金花,陕西,中成药,金花企业(集团)股份有限公司
58,600081.SH,600081,东风科技,上海,汽车配件,东风电子科技股份有限公司
59,600082.SH,600082,ST海泰,天津,园区开发,天津海泰科技发展股份有限公司
60,600084.SH,600084,*ST尼雅,新疆,红黄酒,中信尼雅葡萄酒股份有限公司
61,600085.SH,600085,同仁堂,北京,中成药,北京同仁堂股份有限公司
62,600088.SH,600088,中视传媒,上海,影视音像,中视传媒股份有限公司
63,600089.SH,600089,特变电工,新疆,电气设备,特变电工股份有限公司
64,600094.SH,600094,大名城,上海,区域地产,上海大名城企业股份有限公司
65,600095.SH,600095,湘财股份,黑龙江,证券,湘财股份有限公司
66,600096.SH,600096,云天化,云南,农药化肥,云南云天化股份有限公司
67,600097.SH,600097,开创国际,上海,渔业,上海开创国际海洋资源股份有限公司
68,600098.SH,600098,广州发展,广东,火力发电,广州发展集团股份有限公司
69,600099.SH,600099,林海股份,江苏,汽车整车,林海股份有限公司
70,600100.SH,600100,同方股份,北京,IT设备,同方股份有限公司
71,600101.SH,600101,明星电力,四川,水力发电,四川明星电力股份有限公司
72,600103.SH,600103,青山纸业,福建,造纸,福建省青山纸业股份有限公司
73,600104.SH,600104,上汽集团,上海,汽车整车,上海汽车集团股份有限公司
74,600105.SH,600105,永鼎股份,江苏,通信设备,江苏永鼎股份有限公司
75,600106.SH,600106,重庆路桥,重庆,路桥,重庆路桥股份有限公司
76,600107.SH,600107,*ST尔雅,湖北,服饰,湖北美尔雅股份有限公司
77,600108.SH,600108,亚盛集团,甘肃,种植业,甘肃亚盛实业(集团)股份有限公司
78,600109.SH,600109,国金证券,四川,证券,国金证券股份有限公司
79,600110.SH,600110,诺德股份,吉林,电气设备,诺德新材料股份有限公司
80,600111.SH,600111,北方稀土,内蒙,小金属,中国北方稀土(集团)高科技股份有限公司
81,600113.SH,600113,浙江东日,浙江,区域地产,浙江东日股份有限公司
82,600114.SH,600114,东睦股份,浙江,机械基件,东睦新材料集团股份有限公司
83,600115.SH,600115,中国东航,上海,空运,中国东方航空股份有限公司
84,600116.SH,600116,三峡水利,重庆,水力发电,重庆三峡水利电力(集团)股份有限公司
85,600117.SH,600117,西宁特钢,青海,特种钢,西宁特殊钢股份有限公司
86,600118.SH,600118,中国卫星,北京,航空,中国东方红卫星股份有限公司
87,600119.SH,600119,*ST长投,上海,仓储物流,长发集团长江投资实业股份有限公司
88,600120.SH,600120,浙江东方,浙江,多元金融,浙江东方控股集团股份有限公司
89,600121.SH,600121,郑州煤电,河南,煤炭开采,郑州煤电股份有限公司
90,600123.SH,600123,兰花科创,山西,煤炭开采,山西兰花科技创业股份有限公司
91,600125.SH,600125,铁龙物流,辽宁,铁路,中铁铁龙集装箱物流股份有限公司
92,600126.SH,600126,杭钢股份,浙江,普钢,杭州钢铁股份有限公司
93,600127.SH,600127,金健米业,湖南,农业综合,金健米业股份有限公司
94,600128.SH,600128,苏豪弘业,江苏,商贸代理,苏豪弘业股份有限公司
95,600129.SH,600129,太极集团,重庆,中成药,重庆太极实业(集团)股份有限公司
96,600130.SH,600130,波导股份,浙江,元器件,宁波波导股份有限公司
97,600131.SH,600131,国网信通,四川,通信设备,国网信息通信股份有限公司
98,600132.SH,600132,重庆啤酒,重庆,啤酒,重庆啤酒股份有限公司
99,600133.SH,600133,东湖高新,湖北,环境保护,武汉东湖高新集团股份有限公司
100,600135.SH,600135,乐凯胶片,河北,塑料,乐凯胶片股份有限公司
101,600136.SH,600136,ST明诚,湖北,房产服务,武汉明诚文化体育集团股份有限公司
102,600137.SH,600137,浪莎股份,四川,服饰,四川浪莎控股股份有限公司
103,600138.SH,600138,中青旅,北京,旅游景点,中青旅控股股份有限公司
104,600141.SH,600141,兴发集团,湖北,农药化肥,湖北兴发化工集团股份有限公司
105,600143.SH,600143,金发科技,广东,塑料,金发科技股份有限公司
106,600148.SH,600148,长春一东,吉林,汽车配件,长春一东离合器股份有限公司
107,600149.SH,600149,廊坊发展,河北,综合类,廊坊发展股份有限公司
108,600150.SH,600150,中国船舶,上海,船舶,中国船舶工业股份有限公司
109,600151.SH,600151,航天机电,上海,汽车配件,上海航天汽车机电股份有限公司
110,600152.SH,600152,维科技术,浙江,电气设备,维科技术股份有限公司
111,600153.SH,600153,建发股份,福建,仓储物流,厦门建发股份有限公司
112,600155.SH,600155,华创云信,北京,证券,华创云信数字技术股份有限公司
113,600156.SH,600156,华升股份,湖南,纺织,湖南华升股份有限公司
114,600157.SH,600157,永泰能源,山西,火力发电,永泰能源集团股份有限公司
115,600158.SH,600158,中体产业,天津,文教休闲,中体产业集团股份有限公司
116,600159.SH,600159,大龙地产,北京,区域地产,北京市大龙伟业房地产开发股份有限公司
117,600160.SH,600160,巨化股份,浙江,化工原料,浙江巨化股份有限公司
118,600161.SH,600161,天坛生物,北京,生物制药,北京天坛生物制品股份有限公司
119,600162.SH,600162,香江控股,深圳,全国地产,深圳香江控股股份有限公司
120,600163.SH,600163,中闽能源,福建,新型电力,中闽能源股份有限公司
121,600165.SH,600165,ST宁科,宁夏,化工原料,宁夏中科生物科技股份有限公司
122,600166.SH,600166,福田汽车,北京,汽车整车,北汽福田汽车股份有限公司
123,600167.SH,600167,联美控股,辽宁,供气供热,联美量子股份有限公司
124,600168.SH,600168,武汉控股,湖北,水务,武汉三镇实业控股股份有限公司
125,600169.SH,600169,ST太重,山西,工程机械,太原重工股份有限公司
126,600170.SH,600170,上海建工,上海,建筑工程,上海建工集团股份有限公司
127,600171.SH,600171,上海贝岭,上海,半导体,上海贝岭股份有限公司
128,600172.SH,600172,黄河旋风,河南,矿物制品,河南黄河旋风股份有限公司
129,600173.SH,600173,卧龙新能,浙江,全国地产,卧龙新能源集团股份有限公司
130,600176.SH,600176,中国巨石,浙江,玻璃,中国巨石股份有限公司
131,600177.SH,600177,雅戈尔,浙江,服饰,雅戈尔时尚股份有限公司
132,600178.SH,600178,东安动力,黑龙江,汽车配件,哈尔滨东安汽车动力股份有限公司
133,600179.SH,600179,安通控股,福建,水运,安通控股股份有限公司
134,600180.SH,600180,*ST瑞茂,山东,仓储物流,瑞茂通供应链管理股份有限公司
135,600182.SH,600182,S佳通,黑龙江,汽车配件,佳通轮胎股份有限公司
136,600183.SH,600183,生益科技,广东,元器件,广东生益科技股份有限公司
137,600184.SH,600184,光电股份,湖北,专用机械,北方光电股份有限公司
138,600185.SH,600185,珠免集团,广东,旅游服务,珠海珠免集团股份有限公司
139,600186.SH,600186,莲花控股,河南,食品,莲花控股股份有限公司
140,600187.SH,600187,*ST国中,黑龙江,水务,黑龙江国中水务股份有限公司
141,600188.SH,600188,兖矿能源,山东,煤炭开采,兖矿能源集团股份有限公司
142,600189.SH,600189,泉阳泉,吉林,软饮料,吉林泉阳泉股份有限公司
143,600191.SH,600191,华资实业,内蒙,食品,包头华资实业股份有限公司
144,600192.SH,600192,长城电工,甘肃,电气设备,兰州长城电工股份有限公司
145,600193.SH,600193,退市创兴,,,上海创兴资源开发股份有限公司
146,600195.SH,600195,中牧股份,北京,农业综合,中牧实业股份有限公司
147,600196.SH,600196,复星医药,上海,化学制药,上海复星医药(集团)股份有限公司
148,600197.SH,600197,伊力特,新疆,白酒,新疆伊力特实业股份有限公司
149,600198.SH,600198,大唐电信,北京,通信设备,大唐电信科技股份有限公司
150,600199.SH,600199,金种子酒,安徽,白酒,安徽金种子酒业股份有限公司
151,600201.SH,600201,生物股份,内蒙,农业综合,金宇生物技术股份有限公司
152,600202.SH,600202,哈空调,黑龙江,专用机械,哈尔滨空调股份有限公司
153,600203.SH,600203,福日电子,福建,元器件,福建福日电子股份有限公司
154,600206.SH,600206,有研新材,北京,半导体,有研新材料股份有限公司
155,600207.SH,600207,安彩高科,河南,电气设备,河南安彩高科股份有限公司
156,600208.SH,600208,衢州发展,浙江,全国地产,衢州信安发展股份有限公司
157,600210.SH,600210,紫江企业,上海,广告包装,上海紫江企业集团股份有限公司
158,600211.SH,600211,西藏药业,西藏,生物制药,西藏诺迪康药业股份有限公司
159,600212.SH,600212,绿能慧充,山东,电气设备,绿能慧充数字能源技术股份有限公司
160,600215.SH,600215,派斯林,吉林,专用机械,派斯林数字科技股份有限公司
161,600216.SH,600216,浙江医药,浙江,化学制药,浙江医药股份有限公司
162,600217.SH,600217,中再资环,陕西,环境保护,中再资源环境股份有限公司
163,600218.SH,600218,全柴动力,安徽,汽车配件,安徽全柴动力股份有限公司
164,600219.SH,600219,南山铝业,山东,铝,山东南山铝业股份有限公司
165,600221.SH,600221,海航控股,海南,空运,海南航空控股股份有限公司
166,600222.SH,600222,太龙药业,河南,中成药,河南太龙药业股份有限公司
167,600223.SH,600223,福瑞达,山东,日用化工,鲁商福瑞达医药股份有限公司
168,600226.SH,600226,亨通股份,浙江,供气供热,浙江亨通控股股份有限公司
169,600227.SH,600227,赤天化,贵州,农药化肥,贵州赤天化股份有限公司
170,600228.SH,600228,*ST返利,江西,互联网,返利网数字科技股份有限公司
171,600229.SH,600229,城市传媒,山东,出版业,青岛城市传媒股份有限公司
172,600230.SH,600230,沧州大化,河北,化工原料,沧州大化股份有限公司
173,600231.SH,600231,凌钢股份,辽宁,普钢,凌源钢铁股份有限公司
174,600232.SH,600232,金鹰股份,浙江,纺织机械,浙江金鹰股份有限公司
175,600233.SH,600233,圆通速递,辽宁,仓储物流,圆通速递股份有限公司
176,600234.SH,600234,科新发展,山西,装修装饰,山西科新发展股份有限公司
177,600235.SH,600235,民丰特纸,浙江,造纸,民丰特种纸股份有限公司
178,600236.SH,600236,桂冠电力,广西,水力发电,广西桂冠电力股份有限公司
179,600237.SH,600237,铜峰电子,安徽,元器件,安徽铜峰电子股份有限公司
180,600238.SH,600238,*ST椰岛,海南,红黄酒,海南椰岛(集团)股份有限公司
181,600239.SH,600239,ST云城,云南,区域地产,云南城投置业股份有限公司
182,600241.SH,600241,时代万恒,辽宁,电气设备,辽宁时代万恒股份有限公司
183,600243.SH,600243,*ST海华,青海,运输设备,青海华鼎实业股份有限公司
184,600246.SH,600246,万通发展,北京,区域地产,北京万通新发展集团股份有限公司
185,600248.SH,600248,陕建股份,陕西,建筑工程,陕西建工集团股份有限公司
186,600249.SH,600249,两面针,广西,日用化工,柳州两面针股份有限公司
187,600250.SH,600250,南京商旅,江苏,商贸代理,南京商贸旅游股份有限公司
188,600251.SH,600251,冠农股份,新疆,农业综合,新疆冠农股份有限公司
189,600252.SH,600252,中恒集团,广西,中成药,广西梧州中恒集团股份有限公司
190,600255.SH,600255,鑫科材料,安徽,小金属,安徽鑫科新材料股份有限公司
191,600256.SH,600256,广汇能源,新疆,石油开采,广汇能源股份有限公司
192,600257.SH,600257,大湖股份,湖南,渔业,大湖健康产业股份有限公司
193,600258.SH,600258,首旅酒店,北京,酒店餐饮,北京首旅酒店(集团)股份有限公司
194,600259.SH,600259,中稀有色,海南,小金属,中稀有色金属股份有限公司
195,600261.SH,600261,阳光照明,浙江,家用电器,浙江阳光照明电器集团股份有限公司
196,600262.SH,600262,北方股份,内蒙,专用机械,内蒙古北方重型汽车股份有限公司
197,600265.SH,600265,*ST景谷,云南,林业,云南景谷林业股份有限公司
198,600266.SH,600266,城建发展,北京,区域地产,北京城建投资发展股份有限公司
199,600267.SH,600267,海正药业,浙江,化学制药,浙江海正药业股份有限公司
200,600268.SH,600268,国电南自,江苏,电气设备,国电南京自动化股份有限公司
201,600269.SH,600269,赣粤高速,江西,路桥,江西赣粤高速公路股份有限公司
202,600271.SH,600271,航天信息,北京,软件服务,航天信息股份有限公司
203,600272.SH,600272,开开实业,上海,医药商业,上海开开实业股份有限公司
204,600273.SH,600273,嘉化能源,浙江,化工原料,浙江嘉化能源化工股份有限公司
205,600276.SH,600276,恒瑞医药,江苏,化学制药,江苏恒瑞医药股份有限公司
206,600278.SH,600278,东方创业,上海,商贸代理,东方国际创业股份有限公司
207,600279.SH,600279,重庆港,重庆,港口,重庆港股份有限公司
208,600280.SH,600280,中央商场,江苏,百货,南京中央商场(集团)股份有限公司
209,600281.SH,600281,华阳新材,山西,小金属,山西华阳新材料股份有限公司
210,600282.SH,600282,南钢股份,江苏,普钢,南京钢铁股份有限公司
211,600283.SH,600283,钱江水利,浙江,水务,钱江水利开发股份有限公司
212,600284.SH,600284,浦东建设,上海,建筑工程,上海浦东建设股份有限公司
213,600285.SH,600285,羚锐制药,河南,中成药,河南羚锐制药股份有限公司
214,600287.SH,600287,苏豪时尚,江苏,商贸代理,江苏苏豪时尚集团股份有限公司
215,600288.SH,600288,大恒科技,北京,元器件,大恒新纪元科技股份有限公司
216,600289.SH,600289,ST信通,黑龙江,软件服务,亿阳信通股份有限公司
217,600292.SH,600292,电投水电,重庆,水力发电,国家电投集团水电股份有限公司
218,600293.SH,600293,三峡新材,湖北,玻璃,湖北三峡新型建材股份有限公司
219,600295.SH,600295,鄂尔多斯,内蒙,特种钢,内蒙古鄂尔多斯资源股份有限公司
220,600298.SH,600298,安琪酵母,湖北,食品,安琪酵母股份有限公司
221,600299.SH,600299,安迪苏,北京,饲料,蓝星安迪苏股份有限公司
222,600300.SH,600300,维维股份,江苏,软饮料,维维食品饮料股份有限公司
223,600301.SH,600301,华锡有色,广西,小金属,广西华锡有色金属股份有限公司
224,600302.SH,600302,ST标准,陕西,纺织机械,西安标准工业股份有限公司
225,600303.SH,600303,曙光股份,辽宁,汽车整车,辽宁曙光汽车集团股份有限公司
226,600305.SH,600305,恒顺醋业,江苏,食品,江苏恒顺醋业股份有限公司
227,600307.SH,600307,酒钢宏兴,甘肃,普钢,甘肃酒钢集团宏兴钢铁股份有限公司
228,600308.SH,600308,华泰股份,山东,造纸,山东华泰纸业股份有限公司
229,600309.SH,600309,万华化学,山东,化工原料,万华化学集团股份有限公司
230,600310.SH,600310,广西能源,广西,水力发电,广西能源股份有限公司
231,600312.SH,600312,平高电气,河南,电气设备,河南平高电气股份有限公司
232,600313.SH,600313,农发种业,北京,种植业,中农发种业集团股份有限公司
233,600315.SH,600315,上海家化,上海,日用化工,上海家化联合股份有限公司
234,600316.SH,600316,洪都航空,江西,航空,江西洪都航空工业股份有限公司
235,600318.SH,600318,新力金融,安徽,多元金融,安徽新力金融股份有限公司
236,600319.SH,600319,亚星化学,山东,化工原料,潍坊亚星化学股份有限公司
237,600320.SH,600320,振华重工,上海,专用机械,上海振华重工(集团)股份有限公司
238,600322.SH,600322,津投城开,天津,区域地产,天津津投城市开发股份有限公司
239,600323.SH,600323,瀚蓝环境,广东,环境保护,瀚蓝环境股份有限公司
240,600325.SH,600325,华发股份,广东,区域地产,珠海华发实业股份有限公司
241,600326.SH,600326,西藏天路,西藏,水泥,西藏天路股份有限公司
242,600327.SH,600327,大东方,江苏,医疗保健,无锡商业大厦大东方股份有限公司
243,600328.SH,600328,中盐化工,内蒙,化工原料,中盐内蒙古化工股份有限公司
244,600329.SH,600329,达仁堂,天津,中成药,津药达仁堂集团股份有限公司
245,600330.SH,600330,天通股份,浙江,专用机械,天通控股股份有限公司
246,600331.SH,600331,宏达股份,四川,农药化肥,四川宏达股份有限公司
247,600332.SH,600332,白云山,广东,中成药,广州白云山医药集团股份有限公司
248,600333.SH,600333,长春燃气,吉林,供气供热,长春燃气股份有限公司
249,600335.SH,600335,国机汽车,天津,汽车服务,国机汽车股份有限公司
250,600336.SH,600336,澳柯玛,山东,家用电器,澳柯玛股份有限公司
251,600337.SH,600337,ST美克,江西,家居用品,美克国际家居用品股份有限公司
252,600338.SH,600338,西藏珠峰,西藏,铅锌,西藏珠峰资源股份有限公司
253,600339.SH,600339,中油工程,新疆,石油开采,中国石油集团工程股份有限公司
254,600340.SH,600340,*ST华幸,河北,园区开发,华夏幸福基业股份有限公司
255,600343.SH,600343,航天动力,陕西,机械基件,陕西航天动力高科技股份有限公司
256,600345.SH,600345,长江通信,湖北,通信设备,武汉长江通信产业集团股份有限公司
257,600346.SH,600346,恒力石化,辽宁,石油加工,恒力石化股份有限公司
258,600348.SH,600348,华阳股份,山西,煤炭开采,山西华阳集团新能股份有限公司
259,600350.SH,600350,山东高速,山东,路桥,山东高速股份有限公司
260,600351.SH,600351,亚宝药业,山西,中成药,亚宝药业集团股份有限公司
261,600352.SH,600352,浙江龙盛,浙江,染料涂料,浙江龙盛集团股份有限公司
262,600353.SH,600353,旭光电子,四川,元器件,成都旭光电子股份有限公司
263,600354.SH,600354,敦煌种业,甘肃,种植业,甘肃省敦煌种业集团股份有限公司
264,600356.SH,600356,恒丰纸业,黑龙江,造纸,牡丹江恒丰纸业股份有限公司
265,600358.SH,600358,国旅联合,江西,广告包装,国旅文化投资集团股份有限公司
266,600359.SH,600359,新农开发,新疆,种植业,新疆塔里木农业综合开发股份有限公司
267,600360.SH,600360,华微电子,吉林,半导体,吉林华微电子股份有限公司
268,600361.SH,600361,创新新材,北京,铝,创新新材料科技股份有限公司
269,600362.SH,600362,江西铜业,江西,铜,江西铜业股份有限公司
270,600363.SH,600363,联创光电,江西,元器件,江西联创光电科技股份有限公司
271,600365.SH,600365,ST通葡,吉林,互联网,通化葡萄酒股份有限公司
272,600366.SH,600366,宁波韵升,浙江,矿物制品,宁波韵升股份有限公司
273,600367.SH,600367,红星发展,贵州,化工原料,贵州红星发展股份有限公司
274,600368.SH,600368,五洲交通,广西,路桥,广西五洲交通股份有限公司
275,600369.SH,600369,西南证券,重庆,证券,西南证券股份有限公司
276,600370.SH,600370,*ST三房,江苏,化工原料,江苏三房巷聚材股份有限公司
277,600371.SH,600371,万向德农,黑龙江,种植业,万向德农股份有限公司
278,600372.SH,600372,中航机载,北京,航空,中航机载系统股份有限公司
279,600373.SH,600373,中文传媒,江西,出版业,中文天地出版传媒集团股份有限公司
280,600375.SH,600375,汉马科技,安徽,汽车整车,汉马科技集团股份有限公司
281,600376.SH,600376,首开股份,北京,区域地产,北京首都开发股份有限公司
282,600377.SH,600377,宁沪高速,江苏,路桥,江苏宁沪高速公路股份有限公司
283,600378.SH,600378,昊华科技,四川,化工原料,昊华化工科技集团股份有限公司
284,600379.SH,600379,宝光股份,陕西,电气设备,陕西宝光真空电器股份有限公司
285,600380.SH,600380,健康元,深圳,化学制药,健康元药业集团股份有限公司
286,600381.SH,600381,*ST春天,青海,医疗保健,青海春天药用资源科技股份有限公司
287,600382.SH,600382,广东明珠,广东,普钢,广东明珠集团股份有限公司
288,600383.SH,600383,金地集团,深圳,全国地产,金地(集团)股份有限公司
289,600386.SH,600386,北巴传媒,北京,汽车服务,北京巴士传媒股份有限公司
290,600388.SH,600388,龙净环保,福建,环境保护,福建龙净环保股份有限公司
291,600389.SH,600389,江山股份,江苏,农药化肥,南通江山农药化工股份有限公司
292,600390.SH,600390,五矿资本,湖南,多元金融,五矿资本股份有限公司
293,600391.SH,600391,航发科技,四川,航空,中国航发航空科技股份有限公司
294,600392.SH,600392,盛和资源,四川,小金属,盛和资源控股股份有限公司
295,600395.SH,600395,盘江股份,贵州,煤炭开采,贵州盘江精煤股份有限公司
296,600396.SH,600396,华电辽能,辽宁,火力发电,华电辽宁能源发展股份有限公司
297,600397.SH,600397,江钨装备,江西,专用机械,江西江钨稀贵装备股份有限公司
298,600398.SH,600398,海澜之家,江苏,服饰,海澜之家集团股份有限公司
299,600399.SH,600399,抚顺特钢,辽宁,特种钢,抚顺特殊钢股份有限公司
300,600400.SH,600400,红豆股份,江苏,服饰,江苏红豆实业股份有限公司
301,600403.SH,600403,大有能源,河南,煤炭开采,河南大有能源股份有限公司
302,600405.SH,600405,动力源,北京,电气设备,北京动力源科技股份有限公司
303,600406.SH,600406,国电南瑞,江苏,电气设备,国电南瑞科技股份有限公司
304,600408.SH,600408,安泰集团,山西,焦炭加工,山西安泰集团股份有限公司
305,600409.SH,600409,三友化工,河北,化纤,唐山三友化工股份有限公司
306,600410.SH,600410,华胜天成,北京,软件服务,北京华胜天成科技股份有限公司
307,600415.SH,600415,小商品城,浙江,商品城,浙江中国小商品城集团股份有限公司
308,600416.SH,600416,湘电股份,湖南,电气设备,湘潭电机股份有限公司
309,600418.SH,600418,江淮汽车,安徽,汽车整车,安徽江淮汽车集团股份有限公司
310,600419.SH,600419,天润乳业,新疆,乳制品,新疆天润乳业股份有限公司
311,600420.SH,600420,国药现代,上海,化学制药,上海现代制药股份有限公司
312,600421.SH,600421,退市华嵘,,,湖北华嵘控股股份有限公司
313,600422.SH,600422,昆药集团,云南,中成药,昆药集团股份有限公司
314,600423.SH,600423,*ST柳化,广西,农药化肥,柳州化工股份有限公司
315,600425.SH,600425,青松建化,新疆,水泥,新疆青松建材化工集团股份有限公司
316,600426.SH,600426,华鲁恒升,山东,农药化肥,山东华鲁恒升化工股份有限公司
317,600428.SH,600428,中远海特,广东,水运,中远海运特种运输股份有限公司
318,600429.SH,600429,三元股份,北京,乳制品,北京三元食品股份有限公司
319,600433.SH,600433,冠豪高新,广东,造纸,广东冠豪高新技术股份有限公司
320,600435.SH,600435,北方导航,北京,专用机械,北方导航控制技术股份有限公司
321,600436.SH,600436,片仔癀,福建,中成药,漳州片仔癀药业股份有限公司
322,600438.SH,600438,通威股份,四川,电气设备,通威股份有限公司
323,600439.SH,600439,瑞贝卡,河南,服饰,河南瑞贝卡发制品股份有限公司
324,600444.SH,600444,国机通用,安徽,专用机械,国机通用机械科技股份有限公司
325,600446.SH,600446,金证股份,深圳,软件服务,深圳市金证科技股份有限公司
326,600448.SH,600448,华纺股份,山东,纺织,华纺股份有限公司
327,600449.SH,600449,宁夏建材,宁夏,水泥,宁夏建材集团股份有限公司
328,600452.SH,600452,涪陵电力,重庆,水力发电,重庆涪陵电力实业股份有限公司
329,600455.SH,600455,博通股份,陕西,文教休闲,西安博通资讯股份有限公司
330,600456.SH,600456,宝钛股份,陕西,小金属,宝鸡钛业股份有限公司
331,600458.SH,600458,时代新材,湖南,塑料,株洲时代新材料科技股份有限公司
332,600459.SH,600459,贵研铂业,云南,小金属,云南省贵金属新材料控股集团股份有限公司
333,600460.SH,600460,士兰微,浙江,半导体,杭州士兰微电子股份有限公司
334,600461.SH,600461,洪城环境,江西,水务,江西洪城环境股份有限公司
335,600463.SH,600463,空港股份,北京,园区开发,北京空港科技园区股份有限公司
336,600467.SH,600467,好当家,山东,渔业,山东好当家海洋发展股份有限公司
337,600468.SH,600468,百利电气,天津,电气设备,天津百利特精电气股份有限公司
338,600469.SH,600469,风神股份,河南,汽车配件,风神轮胎股份有限公司
339,600470.SH,600470,六国化工,安徽,农药化肥,安徽六国化工股份有限公司
340,600475.SH,600475,华光环能,江苏,电气设备,无锡华光环保能源集团股份有限公司
341,600476.SH,600476,*ST湘邮,湖南,软件服务,湖南湘邮科技股份有限公司
342,600477.SH,600477,杭萧钢构,浙江,钢加工,杭萧钢构股份有限公司
343,600478.SH,600478,科力远,湖南,电气设备,湖南科力远新能源股份有限公司
344,600479.SH,600479,千金药业,湖南,中成药,株洲千金药业股份有限公司
345,600480.SH,600480,凌云股份,河北,汽车配件,凌云工业股份有限公司
346,600481.SH,600481,双良节能,江苏,电气设备,双良节能系统股份有限公司
347,600482.SH,600482,中国动力,河北,船舶,中国船舶重工集团动力股份有限公司
348,600483.SH,600483,福能股份,福建,新型电力,福建福能股份有限公司
349,600486.SH,600486,扬农化工,江苏,农药化肥,江苏扬农化工股份有限公司
350,600487.SH,600487,亨通光电,江苏,通信设备,江苏亨通光电股份有限公司
