,ts_code,symbol,name,area,industry,fullname
587,600770.SH,600770,综艺股份,江苏,综合类,江苏综艺股份有限公司
588,600771.SH,600771,广誉远,山西,中成药,广誉远中药股份有限公司
589,600773.SH,600773,西藏城投,西藏,区域地产,西藏城市发展投资股份有限公司
590,600774.SH,600774,汉商集团,湖北,化学制药,汉商集团股份有限公司
591,600775.SH,600775,南京熊猫,江苏,通信设备,南京熊猫电子股份有限公司
592,600776.SH,600776,东方通信,浙江,通信设备,东方通信股份有限公司
593,600777.SH,600777,*ST新潮,山东,石油开采,山东新潮能源股份有限公司
594,600778.SH,600778,友好集团,新疆,百货,新疆友好(集团)股份有限公司
595,600779.SH,600779,水井坊,四川,白酒,四川水井坊股份有限公司
596,600780.SH,600780,通宝能源,山西,火力发电,山西通宝能源股份有限公司
597,600782.SH,600782,新钢股份,江西,普钢,新余钢铁股份有限公司
598,600783.SH,600783,鲁信创投,山东,专用机械,鲁信创业投资集团股份有限公司
599,600784.SH,600784,鲁银投资,山东,综合类,鲁银投资集团股份有限公司
600,600785.SH,600785,新华百货,宁夏,百货,银川新华百货商业集团股份有限公司
601,600787.SH,600787,中储股份,天津,仓储物流,中储发展股份有限公司
602,600789.SH,600789,鲁抗医药,山东,化学制药,山东鲁抗医药股份有限公司
603,600790.SH,600790,轻纺城,浙江,商品城,浙江中国轻纺城集团股份有限公司
604,600791.SH,600791,京能置业,北京,全国地产,京能置业股份有限公司
605,600792.SH,600792,云煤能源,云南,焦炭加工,云南煤业能源股份有限公司
606,600793.SH,600793,宜宾纸业,四川,造纸,宜宾纸业股份有限公司
607,600794.SH,600794,保税科技,江苏,仓储物流,张家港保税科技(集团)股份有限公司
608,600795.SH,600795,国电电力,辽宁,火力发电,国电电力发展股份有限公司
609,600796.SH,600796,钱江生化,浙江,环境保护,浙江钱江生物化学股份有限公司
610,600797.SH,600797,浙大网新,浙江,软件服务,浙大网新科技股份有限公司
611,600798.SH,600798,宁波海运,浙江,水运,宁波海运股份有限公司
612,600800.SH,600800,渤海化学,天津,化工原料,天津渤海化学股份有限公司
613,600801.SH,600801,华新建材,湖北,水泥,华新建材集团股份有限公司
614,600802.SH,600802,福建水泥,福建,水泥,福建水泥股份有限公司
615,600803.SH,600803,新奥股份,河北,供气供热,新奥天然气股份有限公司
616,600805.SH,600805,悦达投资,江苏,综合类,江苏悦达投资股份有限公司
617,600807.SH,600807,济高发展,山东,医疗保健,济南高新发展股份有限公司
618,600808.SH,600808,马钢股份,安徽,普钢,马鞍山钢铁股份有限公司
619,600809.SH,600809,山西汾酒,山西,白酒,山西杏花村汾酒厂股份有限公司
620,600810.SH,600810,神马股份,河南,化纤,神马实业股份有限公司
621,600812.SH,600812,华北制药,河北,化学制药,华北制药股份有限公司
622,600814.SH,600814,杭州解百,浙江,百货,杭州解百集团股份有限公司
623,600815.SH,600815,厦工股份,福建,工程机械,厦门厦工机械股份有限公司
624,600816.SH,600816,建元信托,上海,多元金融,建元信托股份有限公司
625,600817.SH,600817,宇通重工,河南,专用机械,宇通重工股份有限公司
626,600818.SH,600818,ST中路,上海,文教休闲,中路股份有限公司
627,600819.SH,600819,耀皮玻璃,上海,玻璃,上海耀皮玻璃集团股份有限公司
628,600820.SH,600820,隧道股份,上海,建筑工程,上海隧道工程股份有限公司
629,600821.SH,600821,金开新能,天津,新型电力,金开新能源股份有限公司
630,600822.SH,600822,上海物贸,上海,汽车服务,上海物资贸易股份有限公司
631,600824.SH,600824,益民集团,上海,百货,上海益民商业集团股份有限公司
632,600825.SH,600825,新华传媒,上海,出版业,上海新华传媒股份有限公司
633,600826.SH,600826,兰生股份,上海,文教休闲,东浩兰生会展集团股份有限公司
634,600827.SH,600827,百联股份,上海,超市连锁,上海百联集团股份有限公司
635,600828.SH,600828,茂业商业,四川,百货,茂业商业股份有限公司
636,600829.SH,600829,人民同泰,黑龙江,医药商业,哈药集团人民同泰医药股份有限公司
637,600830.SH,600830,香溢融通,浙江,多元金融,香溢融通控股集团股份有限公司
638,600831.SH,600831,广电网络,陕西,影视音像,陕西广电网络传媒(集团)股份有限公司
639,600833.SH,600833,第一医药,上海,医药商业,上海第一医药股份有限公司
640,600834.SH,600834,申通地铁,上海,公共交通,上海申通地铁股份有限公司
641,600835.SH,600835,上海机电,上海,运输设备,上海机电股份有限公司
642,600838.SH,600838,上海九百,上海,百货,上海九百股份有限公司
643,600839.SH,600839,四川长虹,四川,家用电器,四川长虹电器股份有限公司
644,600841.SH,600841,动力新科,上海,汽车配件,上海新动力汽车科技股份有限公司
645,600843.SH,600843,上工申贝,上海,纺织机械,上工申贝(集团)股份有限公司
646,600844.SH,600844,金煤科技,内蒙,化工原料,内蒙古金煤化工科技股份有限公司
647,600845.SH,600845,宝信软件,上海,软件服务,上海宝信软件股份有限公司
648,600846.SH,600846,同济科技,上海,建筑工程,上海同济科技实业股份有限公司
649,600847.SH,600847,万里股份,重庆,电气设备,重庆万里新能源股份有限公司
650,600848.SH,600848,上海临港,上海,园区开发,上海临港控股股份有限公司
651,600850.SH,600850,电科数字,上海,软件服务,中电科数字技术股份有限公司
652,600851.SH,600851,海欣股份,上海,化学制药,上海海欣集团股份有限公司
653,600853.SH,600853,龙建股份,黑龙江,建筑工程,龙建路桥股份有限公司
654,600854.SH,600854,春兰股份,江苏,家用电器,江苏春兰制冷设备股份有限公司
655,600855.SH,600855,航天长峰,北京,专用机械,北京航天长峰股份有限公司
656,600857.SH,600857,宁波中百,浙江,百货,宁波中百股份有限公司
657,600858.SH,600858,银座股份,山东,百货,银座集团股份有限公司
658,600859.SH,600859,王府井,北京,百货,王府井集团股份有限公司
659,600860.SH,600860,京城股份,北京,专用机械,北京京城机电股份有限公司
660,600861.SH,600861,北京人力,北京,文教休闲,北京国际人力资本集团股份有限公司
661,600862.SH,600862,中航高科,江苏,航空,中航航空高科技股份有限公司
662,600863.SH,600863,华能蒙电,内蒙,火力发电,内蒙古蒙电华能热电股份有限公司
663,600864.SH,600864,哈投股份,黑龙江,证券,哈尔滨哈投投资股份有限公司
664,600865.SH,600865,百大集团,浙江,百货,百大集团股份有限公司
665,600866.SH,600866,星湖科技,广东,饲料,广东肇庆星湖生物科技股份有限公司
666,600867.SH,600867,通化东宝,吉林,生物制药,通化东宝药业股份有限公司
667,600868.SH,600868,梅雁吉祥,广东,水力发电,广东梅雁吉祥水电股份有限公司
668,600869.SH,600869,远东股份,青海,电气设备,远东智慧能源股份有限公司
669,600871.SH,600871,石化油服,北京,石油开采,中石化石油工程技术服务股份有限公司
670,600872.SH,600872,中炬高新,广东,食品,中炬高新技术实业(集团)股份有限公司
671,600873.SH,600873,梅花生物,西藏,食品,梅花生物科技集团股份有限公司
672,600874.SH,600874,创业环保,天津,环境保护,天津创业环保集团股份有限公司
673,600875.SH,600875,东方电气,四川,电气设备,东方电气股份有限公司
674,600876.SH,600876,凯盛新能,河南,玻璃,凯盛新能源股份有限公司
675,600877.SH,600877,电科芯片,重庆,半导体,中电科芯片技术股份有限公司
676,600879.SH,600879,航天电子,湖北,航空,航天时代电子技术股份有限公司
677,600880.SH,600880,博瑞传播,四川,广告包装,成都博瑞传播股份有限公司
678,600881.SH,600881,亚泰集团,吉林,综合类,吉林亚泰(集团)股份有限公司
679,600882.SH,600882,妙可蓝多,上海,乳制品,上海妙可蓝多食品科技股份有限公司
680,600883.SH,600883,博闻科技,云南,种植业,云南博闻科技实业股份有限公司
681,600884.SH,600884,杉杉股份,浙江,电气设备,宁波杉杉股份有限公司
682,600885.SH,600885,宏发股份,湖北,电气设备,宏发科技股份有限公司
683,600886.SH,600886,国投电力,北京,水力发电,国投电力控股股份有限公司
684,600887.SH,600887,伊利股份,内蒙,乳制品,内蒙古伊利实业集团股份有限公司
685,600888.SH,600888,新疆众和,新疆,铝,新疆众和股份有限公司
686,600889.SH,600889,*ST京化,江苏,机械基件,南京化纤股份有限公司
687,600892.SH,600892,*ST大晟,深圳,互联网,大晟时代文化投资股份有限公司
688,600893.SH,600893,航发动力,陕西,航空,中国航发动力股份有限公司
689,600894.SH,600894,广日股份,广东,运输设备,广州广日股份有限公司
690,600895.SH,600895,张江高科,上海,园区开发,上海张江高科技园区开发股份有限公司
691,600897.SH,600897,厦门空港,福建,机场,元翔(厦门)国际航空港股份有限公司
692,600900.SH,600900,长江电力,北京,水力发电,中国长江电力股份有限公司
693,600901.SH,600901,江苏金租,江苏,多元金融,江苏金融租赁股份有限公司
694,600903.SH,600903,贵州燃气,贵州,供气供热,贵州燃气集团股份有限公司
695,600905.SH,600905,三峡能源,北京,新型电力,中国三峡新能源(集团)股份有限公司
696,600906.SH,600906,财达证券,河北,证券,财达证券股份有限公司
697,600908.SH,600908,无锡银行,江苏,银行,无锡农村商业银行股份有限公司
698,600909.SH,600909,华安证券,安徽,证券,华安证券股份有限公司
699,600916.SH,600916,中国黄金,北京,服饰,中国黄金集团黄金珠宝股份有限公司
700,600917.SH,600917,重庆燃气,重庆,供气供热,重庆燃气集团股份有限公司
701,600918.SH,600918,中泰证券,山东,证券,中泰证券股份有限公司
702,600919.SH,600919,江苏银行,江苏,银行,江苏银行股份有限公司
703,600925.SH,600925,苏能股份,江苏,煤炭开采,江苏徐矿能源股份有限公司
704,600926.SH,600926,杭州银行,浙江,银行,杭州银行股份有限公司
705,600927.SH,600927,永安期货,浙江,多元金融,永安期货股份有限公司
706,600928.SH,600928,西安银行,陕西,银行,西安银行股份有限公司
707,600929.SH,600929,雪天盐业,湖南,食品,雪天盐业集团股份有限公司
708,600930.SH,600930,华电新能,福建,新型电力,华电新能源集团股份有限公司
709,600933.SH,600933,爱柯迪,浙江,汽车配件,爱柯迪股份有限公司
710,600935.SH,600935,华塑股份,安徽,化工原料,安徽华塑股份有限公司
711,600936.SH,600936,北投科技,广西,软件服务,广西北投科技股份有限公司
712,600938.SH,600938,中国海油,北京,石油开采,中国海洋石油有限公司
713,600939.SH,600939,重庆建工,重庆,建筑工程,重庆建工集团股份有限公司
714,600941.SH,600941,中国移动,北京,电信运营,中国移动有限公司
715,600955.SH,600955,维远股份,山东,化工原料,利华益维远化学股份有限公司
716,600956.SH,600956,新天绿能,河北,供气供热,新天绿色能源股份有限公司
717,600958.SH,600958,东方证券,上海,证券,东方证券股份有限公司
718,600959.SH,600959,江苏有线,江苏,影视音像,江苏省广电有线信息网络股份有限公司
719,600960.SH,600960,渤海汽车,山东,汽车配件,渤海汽车系统股份有限公司
720,600961.SH,600961,株冶集团,湖南,铅锌,株洲冶炼集团股份有限公司
721,600962.SH,600962,国投中鲁,北京,软饮料,国投中鲁果汁股份有限公司
722,600963.SH,600963,岳阳林纸,湖南,造纸,岳阳林纸股份有限公司
723,600965.SH,600965,*ST福成,河北,农业综合,河北福成五丰食品股份有限公司
724,600966.SH,600966,博汇纸业,山东,造纸,山东博汇纸业股份有限公司
725,600967.SH,600967,内蒙一机,内蒙,运输设备,内蒙古第一机械集团股份有限公司
726,600968.SH,600968,海油发展,北京,石油开采,中海油能源发展股份有限公司
727,600969.SH,600969,郴电国际,湖南,水力发电,湖南郴电国际发展股份有限公司
728,600970.SH,600970,中材国际,江苏,建筑工程,中国中材国际工程股份有限公司
729,600971.SH,600971,恒源煤电,安徽,煤炭开采,安徽恒源煤电股份有限公司
730,600973.SH,600973,宝胜股份,江苏,电气设备,宝胜科技创新股份有限公司
731,600975.SH,600975,新五丰,湖南,农业综合,湖南新五丰股份有限公司
732,600976.SH,600976,健民集团,湖北,中成药,健民药业集团股份有限公司
733,600977.SH,600977,中国电影,北京,影视音像,中国电影产业集团股份有限公司
734,600979.SH,600979,广安爱众,四川,水力发电,四川广安爱众股份有限公司
735,600980.SH,600980,北矿科技,北京,专用机械,北矿科技股份有限公司
736,600981.SH,600981,苏豪汇鸿,江苏,商贸代理,江苏苏豪汇鸿集团股份有限公司
737,600982.SH,600982,宁波能源,浙江,供气供热,宁波能源集团股份有限公司
738,600983.SH,600983,惠而浦,安徽,家用电器,惠而浦(中国)股份有限公司
739,600984.SH,600984,建设机械,陕西,工程机械,陕西建设机械股份有限公司
740,600985.SH,600985,淮北矿业,安徽,煤炭开采,淮北矿业控股股份有限公司
741,600986.SH,600986,浙文互联,浙江,互联网,浙文互联集团股份有限公司
742,600987.SH,600987,航民股份,浙江,纺织,浙江航民股份有限公司
743,600988.SH,600988,赤峰黄金,内蒙,黄金,赤峰吉隆黄金矿业集团股份有限公司
744,600989.SH,600989,宝丰能源,宁夏,化工原料,宁夏宝丰能源集团股份有限公司
745,600990.SH,600990,四创电子,安徽,通信设备,四创电子股份有限公司
746,600992.SH,600992,贵绳股份,贵州,钢加工,贵州钢绳股份有限公司
747,600993.SH,600993,马应龙,湖北,中成药,马应龙药业集团股份有限公司
748,600995.SH,600995,南网储能,云南,水力发电,南方电网储能股份有限公司
749,600996.SH,600996,贵广网络,贵州,影视音像,贵州省广播电视信息网络股份有限公司
750,600997.SH,600997,开滦股份,河北,焦炭加工,开滦能源化工股份有限公司
751,600998.SH,600998,九州通,湖北,医药商业,九州通医药集团股份有限公司
752,600999.SH,600999,招商证券,深圳,证券,招商证券股份有限公司
753,601000.SH,601000,唐山港,河北,港口,唐山港集团股份有限公司
754,601001.SH,601001,晋控煤业,山西,煤炭开采,晋能控股山西煤业股份有限公司
755,601002.SH,601002,晋亿实业,浙江,机械基件,晋亿实业股份有限公司
756,601003.SH,601003,柳钢股份,广西,普钢,柳州钢铁股份有限公司
757,601005.SH,601005,重庆钢铁,重庆,普钢,重庆钢铁股份有限公司
758,601006.SH,601006,大秦铁路,山西,铁路,大秦铁路股份有限公司
759,601007.SH,601007,金陵饭店,江苏,酒店餐饮,金陵饭店股份有限公司
760,601008.SH,601008,连云港,江苏,港口,江苏连云港港口股份有限公司
761,601009.SH,601009,南京银行,江苏,银行,南京银行股份有限公司
762,601010.SH,601010,ST文峰,江苏,百货,文峰大世界连锁发展股份有限公司
763,601011.SH,601011,宝泰隆,黑龙江,焦炭加工,宝泰隆新材料股份有限公司
764,601012.SH,601012,隆基绿能,陕西,电气设备,隆基绿能科技股份有限公司
765,601015.SH,601015,陕西黑猫,陕西,焦炭加工,陕西黑猫焦化股份有限公司
766,601016.SH,601016,节能风电,北京,新型电力,中节能风力发电股份有限公司
767,601018.SH,601018,宁波港,浙江,港口,宁波舟山港股份有限公司
768,601019.SH,601019,山东出版,山东,出版业,山东出版传媒股份有限公司
769,601020.SH,601020,华钰矿业,西藏,铅锌,西藏华钰矿业股份有限公司
770,601021.SH,601021,春秋航空,上海,空运,春秋航空股份有限公司
771,601022.SH,601022,宁波远洋,浙江,水运,宁波远洋运输股份有限公司
772,601026.SH,601026,道生天合,上海,电气设备,道生天合材料科技(上海)股份有限公司
773,601033.SH,601033,永兴股份,广东,环境保护,广州环投永兴集团股份有限公司
774,601038.SH,601038,一拖股份,河南,农用机械,第一拖拉机股份有限公司
775,601058.SH,601058,赛轮轮胎,山东,汽车配件,赛轮集团股份有限公司
776,601059.SH,601059,信达证券,北京,证券,信达证券股份有限公司
777,601061.SH,601061,中信金属,北京,商贸代理,中信金属股份有限公司
778,601065.SH,601065,江盐集团,江西,化工原料,江西省盐业集团股份有限公司
779,601066.SH,601066,中信建投,北京,证券,中信建投证券股份有限公司
780,601068.SH,601068,中铝国际,北京,建筑工程,中铝国际工程股份有限公司
781,601069.SH,601069,西部黄金,新疆,黄金,西部黄金股份有限公司
782,601077.SH,601077,渝农商行,重庆,银行,重庆农村商业银行股份有限公司
783,601083.SH,601083,锦江航运,上海,水运,上海锦江航运(集团)股份有限公司
784,601086.SH,601086,国芳集团,甘肃,百货,甘肃国芳工贸(集团)股份有限公司
785,601088.SH,601088,中国神华,北京,煤炭开采,中国神华能源股份有限公司
786,601089.SH,601089,福元医药,北京,化学制药,北京福元医药股份有限公司
787,601096.SH,601096,宏盛华源,山东,钢加工,宏盛华源铁塔集团股份有限公司
788,601098.SH,601098,中南传媒,湖南,出版业,中南出版传媒集团股份有限公司
789,601099.SH,601099,太平洋,云南,证券,太平洋证券股份有限公司
790,601100.SH,601100,恒立液压,江苏,工程机械,江苏恒立液压股份有限公司
791,601101.SH,601101,昊华能源,北京,煤炭开采,北京昊华能源股份有限公司
792,601106.SH,601106,中国一重,黑龙江,工程机械,中国第一重型机械股份公司
793,601107.SH,601107,四川成渝,四川,路桥,四川成渝高速公路股份有限公司
794,601108.SH,601108,财通证券,浙江,证券,财通证券股份有限公司
795,601111.SH,601111,中国国航,北京,空运,中国国际航空股份有限公司
796,601113.SH,601113,华鼎股份,浙江,化纤,义乌华鼎锦纶股份有限公司
797,601116.SH,601116,三江购物,浙江,超市连锁,三江购物俱乐部股份有限公司
798,601117.SH,601117,中国化学,北京,建筑工程,中国化学工程股份有限公司
799,601118.SH,601118,海南橡胶,海南,橡胶,海南天然橡胶产业集团股份有限公司
800,601121.SH,601121,宝地矿业,新疆,普钢,新疆宝地矿业股份有限公司
801,601126.SH,601126,四方股份,北京,电气设备,北京四方继保自动化股份有限公司
802,601127.SH,601127,赛力斯,重庆,汽车整车,赛力斯集团股份有限公司
803,601128.SH,601128,常熟银行,江苏,银行,江苏常熟农村商业银行股份有限公司
804,601133.SH,601133,柏诚股份,江苏,建筑工程,柏诚系统科技股份有限公司
805,601136.SH,601136,首创证券,北京,证券,首创证券股份有限公司
806,601137.SH,601137,博威合金,浙江,小金属,宁波博威合金材料股份有限公司
807,601138.SH,601138,工业富联,深圳,通信设备,富士康工业互联网股份有限公司
808,601139.SH,601139,深圳燃气,深圳,供气供热,深圳市燃气集团股份有限公司
809,601155.SH,601155,新城控股,江苏,区域地产,新城控股集团股份有限公司
810,601156.SH,601156,东航物流,上海,仓储物流,东方航空物流股份有限公司
811,601158.SH,601158,重庆水务,重庆,水务,重庆水务集团股份有限公司
812,601162.SH,601162,天风证券,湖北,证券,天风证券股份有限公司
813,601163.SH,601163,三角轮胎,山东,汽车配件,三角轮胎股份有限公司
814,601166.SH,601166,兴业银行,福建,银行,兴业银行股份有限公司
815,601168.SH,601168,西部矿业,青海,铜,西部矿业股份有限公司
816,601169.SH,601169,北京银行,北京,银行,北京银行股份有限公司
817,601177.SH,601177,杭齿前进,浙江,机械基件,杭州前进齿轮箱集团股份有限公司
818,601179.SH,601179,中国西电,陕西,电气设备,中国西电电气股份有限公司
819,601186.SH,601186,中国铁建,北京,建筑工程,中国铁建股份有限公司
820,601187.SH,601187,厦门银行,福建,银行,厦门银行股份有限公司
821,601188.SH,601188,龙江交通,黑龙江,路桥,黑龙江交通发展股份有限公司
822,601198.SH,601198,东兴证券,北京,证券,东兴证券股份有限公司
823,601199.SH,601199,江南水务,江苏,水务,江苏江南水务股份有限公司
824,601200.SH,601200,上海环境,上海,环境保护,上海环境集团股份有限公司
825,601208.SH,601208,东材科技,四川,化工原料,四川东材科技集团股份有限公司
826,601211.SH,601211,国泰海通,上海,证券,国泰海通证券股份有限公司
827,601212.SH,601212,白银有色,甘肃,铜,白银有色集团股份有限公司
828,601216.SH,601216,君正集团,内蒙,化工原料,内蒙古君正能源化工集团股份有限公司
829,601218.SH,601218,吉鑫科技,江苏,电气设备,江苏吉鑫风能科技股份有限公司
830,601222.SH,601222,林洋能源,江苏,新型电力,江苏林洋能源股份有限公司
831,601225.SH,601225,陕西煤业,陕西,煤炭开采,陕西煤业股份有限公司
832,601226.SH,601226,华电科工,北京,建筑工程,华电科工股份有限公司
833,601228.SH,601228,广州港,广东,港口,广州港股份有限公司
834,601229.SH,601229,上海银行,上海,银行,上海银行股份有限公司
835,601231.SH,601231,环旭电子,上海,元器件,环旭电子股份有限公司
836,601233.SH,601233,桐昆股份,浙江,化纤,桐昆集团股份有限公司
837,601236.SH,601236,红塔证券,云南,证券,红塔证券股份有限公司
838,601238.SH,601238,广汽集团,广东,汽车整车,广州汽车集团股份有限公司
839,601279.SH,601279,英利汽车,吉林,汽车配件,长春英利汽车工业股份有限公司
840,601288.SH,601288,农业银行,北京,银行,中国农业银行股份有限公司
841,601298.SH,601298,青岛港,山东,港口,青岛港国际股份有限公司
842,601311.SH,601311,骆驼股份,湖北,电气设备,骆驼集团股份有限公司
843,601318.SH,601318,中国平安,深圳,保险,中国平安保险(集团)股份有限公司
844,601319.SH,601319,中国人保,北京,保险,中国人民保险集团股份有限公司
845,601326.SH,601326,秦港股份,河北,港口,秦皇岛港股份有限公司
846,601328.SH,601328,交通银行,上海,银行,交通银行股份有限公司
847,601330.SH,601330,绿色动力,深圳,环境保护,绿色动力环保集团股份有限公司
848,601333.SH,601333,广深铁路,深圳,铁路,广深铁路股份有限公司
849,601336.SH,601336,新华保险,北京,保险,新华人寿保险股份有限公司
850,601339.SH,601339,百隆东方,浙江,纺织,百隆东方股份有限公司
851,601360.SH,601360,三六零,天津,互联网,三六零安全科技股份有限公司
852,601366.SH,601366,利群股份,山东,百货,利群商业集团股份有限公司
853,601368.SH,601368,绿城水务,广西,水务,广西绿城水务集团股份有限公司
854,601369.SH,601369,陕鼓动力,陕西,机械基件,西安陕鼓动力股份有限公司
855,601375.SH,601375,中原证券,河南,证券,中原证券股份有限公司
856,601377.SH,601377,兴业证券,福建,证券,兴业证券股份有限公司
857,601388.SH,601388,怡球资源,江苏,铝,怡球金属资源再生(中国)股份有限公司
858,601390.SH,601390,中国中铁,北京,建筑工程,中国中铁股份有限公司
859,601398.SH,601398,工商银行,北京,银行,中国工商银行股份有限公司
860,601399.SH,601399,国机重装,四川,工程机械,国机重型装备集团股份有限公司
861,601456.SH,601456,国联民生,江苏,证券,国联民生证券股份有限公司
862,601500.SH,601500,通用股份,江苏,汽车配件,江苏通用科技股份有限公司
863,601512.SH,601512,中新集团,江苏,园区开发,中新苏州工业园区开发集团股份有限公司
864,601515.SH,601515,衢州东峰,浙江,广告包装,衢州东峰新材料集团股份有限公司
865,601518.SH,601518,吉林高速,吉林,路桥,吉林高速公路股份有限公司
866,601519.SH,601519,大智慧,上海,软件服务,上海大智慧股份有限公司
867,601528.SH,601528,瑞丰银行,浙江,银行,浙江绍兴瑞丰农村商业银行股份有限公司
868,601555.SH,601555,东吴证券,江苏,证券,东吴证券股份有限公司
869,601566.SH,601566,九牧王,福建,服饰,九牧王股份有限公司
870,601567.SH,601567,三星电气,浙江,电气设备,宁波三星医疗电气股份有限公司
871,601568.SH,601568,北元化工,陕西,化工原料,陕西北元化工集团股份有限公司
872,601577.SH,601577,长沙银行,湖南,银行,长沙银行股份有限公司
873,601579.SH,601579,会稽山,浙江,红黄酒,会稽山绍兴酒股份有限公司
874,601588.SH,601588,北辰实业,北京,区域地产,北京北辰实业股份有限公司
875,601595.SH,601595,上海电影,上海,影视音像,上海电影股份有限公司
876,601598.SH,601598,中国外运,北京,仓储物流,中国外运股份有限公司
877,601599.SH,601599,浙文影业,浙江,纺织,浙文影业集团股份有限公司
878,601600.SH,601600,中国铝业,北京,铝,中国铝业股份有限公司
879,601601.SH,601601,中国太保,上海,保险,中国太平洋保险(集团)股份有限公司
880,601606.SH,601606,长城军工,安徽,专用机械,安徽长城军工股份有限公司
881,601607.SH,601607,上海医药,上海,医药商业,上海医药集团股份有限公司
882,601608.SH,601608,中信重工,河南,专用机械,中信重工机械股份有限公司
883,601609.SH,601609,金田股份,浙江,铜,宁波金田铜业(集团)股份有限公司
884,601611.SH,601611,中国核建,上海,建筑工程,中国核工业建设股份有限公司
885,601615.SH,601615,明阳智能,广东,电气设备,明阳智慧能源集团股份公司
886,601616.SH,601616,广电电气,上海,电气设备,上海广电电气(集团)股份有限公司
887,601618.SH,601618,中国中冶,北京,建筑工程,中国冶金科工股份有限公司
888,601619.SH,601619,嘉泽新能,宁夏,新型电力,嘉泽新能源股份有限公司
889,601628.SH,601628,中国人寿,北京,保险,中国人寿保险股份有限公司
890,601633.SH,601633,长城汽车,河北,汽车整车,长城汽车股份有限公司
891,601636.SH,601636,旗滨集团,湖南,玻璃,株洲旗滨集团股份有限公司
892,601658.SH,601658,邮储银行,北京,银行,中国邮政储蓄银行股份有限公司
893,601665.SH,601665,齐鲁银行,山东,银行,齐鲁银行股份有限公司
894,601666.SH,601666,平煤股份,河南,煤炭开采,平顶山天安煤业股份有限公司
895,601668.SH,601668,中国建筑,北京,建筑工程,中国建筑股份有限公司
896,601669.SH,601669,中国电建,北京,建筑工程,中国电力建设股份有限公司
897,601677.SH,601677,明泰铝业,河南,铝,河南明泰铝业股份有限公司
898,601678.SH,601678,滨化股份,山东,化工原料,滨化集团股份有限公司
899,601686.SH,601686,友发集团,天津,钢加工,天津友发钢管集团股份有限公司
900,601688.SH,601688,华泰证券,江苏,证券,华泰证券股份有限公司
901,601689.SH,601689,拓普集团,浙江,汽车配件,宁波拓普集团股份有限公司
902,601696.SH,601696,中银证券,上海,证券,中银国际证券股份有限公司
903,601698.SH,601698,中国卫通,北京,电信运营,中国卫通集团股份有限公司
904,601699.SH,601699,潞安环能,山西,煤炭开采,山西潞安环保能源开发股份有限公司
905,601700.SH,601700,风范股份,江苏,电气设备,常熟风范电力设备股份有限公司
906,601702.SH,601702,华峰铝业,上海,铝,上海华峰铝业股份有限公司
907,601717.SH,601717,中创智领,河南,专用机械,中创智领(郑州)工业技术集团股份有限公司
908,601718.SH,601718,ST际华,北京,服饰,际华集团股份有限公司
909,601727.SH,601727,上海电气,上海,电气设备,上海电气集团股份有限公司
910,601728.SH,601728,中国电信,北京,电信运营,中国电信股份有限公司
911,601766.SH,601766,中国中车,北京,运输设备,中国中车股份有限公司
912,601777.SH,601777,千里科技,重庆,摩托车,重庆千里科技股份有限公司
913,601778.SH,601778,晶科科技,江西,新型电力,晶科电力科技股份有限公司
914,601788.SH,601788,光大证券,上海,证券,光大证券股份有限公司
915,601789.SH,601789,宁波建工,浙江,建筑工程,宁波建工股份有限公司
916,601798.SH,601798,蓝科高新,甘肃,化工机械,甘肃蓝科石化高新装备股份有限公司
917,601799.SH,601799,星宇股份,江苏,汽车配件,常州星宇车灯股份有限公司
918,601800.SH,601800,中国交建,北京,建筑工程,中国交通建设股份有限公司
919,601801.SH,601801,皖新传媒,安徽,出版业,安徽新华传媒股份有限公司
920,601808.SH,601808,中海油服,天津,石油开采,中海油田服务股份有限公司
921,601811.SH,601811,新华文轩,四川,出版业,新华文轩出版传媒股份有限公司
922,601816.SH,601816,京沪高铁,北京,铁路,京沪高速铁路股份有限公司
923,601818.SH,601818,光大银行,北京,银行,中国光大银行股份有限公司
924,601825.SH,601825,沪农商行,上海,银行,上海农村商业银行股份有限公司
925,601827.SH,601827,三峰环境,重庆,环境保护,重庆三峰环境集团股份有限公司
926,601828.SH,601828,美凯龙,上海,其他商业,红星美凯龙家居集团股份有限公司
927,601838.SH,601838,成都银行,四川,银行,成都银行股份有限公司
928,601857.SH,601857,中国石油,北京,石油开采,中国石油天然气股份有限公司
929,601858.SH,601858,中国科传,北京,出版业,中国科技出版传媒股份有限公司
930,601860.SH,601860,紫金银行,江苏,银行,江苏紫金农村商业银行股份有限公司
931,601865.SH,601865,福莱特,浙江,玻璃,福莱特玻璃集团股份有限公司
932,601866.SH,601866,中远海发,上海,水运,中远海运发展股份有限公司
933,601868.SH,601868,中国能建,北京,建筑工程,中国能源建设股份有限公司
934,601869.SH,601869,长飞光纤,湖北,通信设备,长飞光纤光缆股份有限公司
935,601872.SH,601872,招商轮船,上海,水运,招商局能源运输股份有限公司
936,601877.SH,601877,正泰电器,浙江,电气设备,浙江正泰电器股份有限公司
937,601878.SH,601878,浙商证券,浙江,证券,浙商证券股份有限公司
938,601880.SH,601880,辽港股份,辽宁,港口,辽宁港口股份有限公司
939,601881.SH,601881,中国银河,北京,证券,中国银河证券股份有限公司
940,601882.SH,601882,海天精工,浙江,机床制造,宁波海天精工股份有限公司
941,601886.SH,601886,江河集团,北京,装修装饰,江河创建集团股份有限公司
